"Movie","Playdate","Playtime","Play_month","Weekdays","Rep_Nationality","Grade","Rep_production","Rep_distributor","Rep_genre","Rep_director","Rep_actor1","Rep_actor2","Rep_actor3","Rep_actor4","Rep_actor5","Critic_star","Naver_star_before_play","Naver_participants_before_play","Naver_expect_index_wannasee","Naver_expect_index_notreally","Watcha_star","Watcha_participants","Watcha_expect_index_wannasee","Watcha_comments","Week1_playdays","Week1_holiday","Week1_sales","Week1_sales_share","Week1_audience","Week1_screen","Week1_screening","Week2_isplay","Week2_holiday","Week2_sales","Week2_sales_share","Week2_audience","Week2_screen","Week2_screening","Week3_holiday","Week4_holiday","Week2_Cum_audience","Week3_Cum_audience","Week4_Cum_audience","Week5_Cum_audience"
"라이드 : 나에게로의 여행","2015-07-16",93,7,"목요일","미국/캐나다/호주","15세이상관람가",NA,"(주)티캐스트","드라마","헬렌 헌트","헬렌 헌트","루크 윌슨","브렌튼 스웨이츠",NA,NA,6,9,44,282,37,2.2,2239,2397,196,7,2,60115900,0.002,7496,29,424,1,2,26876300,0.001,3400,26,204,2,2,10896,12633,13745,14510
"감바의 대모험","2016-11-10",90,11,"목요일","일본/중국","전체관람가",NA,"(주)영화사 빅","애니메이션","카와무라 토모히로",NA,NA,NA,NA,NA,5,9,35,143,35,2.6,124,60,6,7,2,452919000,0.022,59603,400,2627,1,2,234233000,0.008,31292,259,1157,2,2,90895,107066,112408,113365
"무수단","2016-03-03",87,3,"목요일","한국","15세이상관람가","골든타이드픽처스(주)","오퍼스픽쳐스","미스터리","구모","이지아","김민준","도지한","김동영","오종혁",4,7,508,1271,631,1.5,864,138,145,7,2,111022400,0.005,14217,228,2370,1,2,1052000,0,157,6,32,2,2,14374,14381,14386,14386
"어느 하녀의 일기","2015-08-06",96,8,"목요일","독일/영국/프랑스","청소년관람불가",NA,"주식회사 씨네룩스","드라마","브누와 쟉꼬","레아 세이두","뱅상 랭동",NA,NA,NA,6,9,27,542,43,2.6,3459,4928,342,7,2,69862500,0.001,9214,37,391,1,2,30166000,0.001,3829,26,206,2,2,13043,14061,14350,14359
"이민자","2015-09-03",117,9,"목요일","미국/캐나다/호주","15세이상관람가",NA,"주식회사 씨네룩스","드라마","제임스 그레이","마리옹 꼬띠아르","호아킨 피닉스","제레미 레너",NA,NA,8,8,88,318,59,3.6,6065,9066,726,7,2,59074300,0.002,7543,36,469,1,2,31138700,0.001,3960,27,211,2,4,11503,13297,14058,14315
"라스트 홈","2016-04-07",112,4,"목요일","미국/캐나다/호주","15세이상관람가",NA,"(주)브리즈픽처스","드라마","라민 바흐러니","앤드류 가필드","마이클 섀넌","로라 던",NA,NA,8,9,54,733,38,3.6,3329,3776,398,7,3,93552000,0.005,12142,163,1754,1,2,5979500,0,774,11,71,2,2,12916,13956,14241,14257
"엘리펀트 송","2015-06-11",100,6,"목요일","미국/캐나다/호주","15세이상관람가",NA,"(주)엣나인필름","미스터리","찰스 비네임","브루스 그린우드","자비에 돌란",NA,NA,NA,5,9,13,422,29,3.4,5561,7885,419,7,2,72496100,0.003,9212,49,677,1,2,23810300,0.001,3036,23,199,2,2,12248,13389,13913,14007
"슈퍼소닉","2016-11-24",122,11,"목요일","독일/영국/프랑스","15세이상관람가",NA,"주식회사 씨네룩스","다큐멘터리","매트 화이트크로스","노엘 갤러거","리암 갤러거",NA,NA,NA,7,10,89,862,33,4,4073,4223,611,7,2,70603100,0.003,8525,38,402,1,2,28750000,0.001,3391,24,200,2,2,11916,13155,13732,14004
"유아 낫 유","2015-01-21",104,1,"수요일","미국/캐나다/호주","15세이상관람가",NA,"(주)마인스 엔터테인먼트","드라마","조지 C. 울프","힐러리 스웽크","에미 로섬","조쉬 더하멜",NA,NA,5,9,259,783,51,3.4,2030,2080,138,8,2,104675400,0.003,13240,192,1160,1,2,3106000,0,480,17,38,2,3,13720,13856,13920,13924
"하나와 미소시루","2016-04-27",118,4,"수요일","일본/중국","전체관람가",NA,"(주)영화사 진진","가족","아쿠네 토모아키","히로스에 료코","타키코 켄이치","아카마츠 에미나",NA,NA,6,9,150,686,50,3.1,1610,1974,216,8,2,64684538,0.001,8622,178,1045,1,4,27914000,0.001,3427,30,208,2,2,12049,13544,13737,13882
"매직브러시","2016-05-04",80,5,"수요일","일본/중국","전체관람가",NA,"(주)영화사 빅","애니메이션","쯔씽 쫑","김서영","김경희","박상훈","홍진욱",NA,5,10,220,546,101,1.8,119,164,23,8,4,1133341200,0.03,149992,794,4558,1,2,112862600,0.003,15436,173,697,2,2,165428,166789,168205,168485
"아이 인 더 스카이","2016-07-14",102,7,"목요일","독일/영국/프랑스","12세이상관람가",NA,"판씨네마(주)","전쟁","개빈 후드","헬렌 미렌","아론 폴","알란 릭맨","제레미 노담","이아인 글렌",7,8,145,365,86,3.9,5674,4698,894,7,2,90341700,0.002,11826,205,1918,1,2,8039000,0,1053,8,54,2,2,12879,12999,13544,13787
"자객 섭은낭","2016-02-04",106,2,"목요일","기타","12세이상관람가",NA,"(주)영화사 진진","사극","허우 샤오시엔","서기","장첸","츠마부키 사토시",NA,NA,8,7,126,543,97,3.4,5006,6744,774,7,5,61781400,0.001,7823,52,467,1,2,29847100,0.001,3913,33,294,2,3,11736,13055,13519,13766
"리틀 보이","2015-12-10",106,12,"목요일","미국/캐나다/호주","12세이상관람가",NA,"메가박스(주)플러스엠","드라마","알레한드로 몬테베르드","제이콥 살바티","에밀리 왓슨","캐리-히로유키 타가와","마이클 라파포트","케빈 제임스",6,9,101,347,49,3.8,2432,4168,230,7,2,90280300,0.004,12865,143,1304,1,2,4077000,0,576,10,60,3,3,13441,13547,13547,13547
"눈발","2017-03-01",91,3,"수요일","한국","15세이상관람가","명필름랩","(주)리틀빅픽쳐스","드라마","조재민","진영","지우",NA,NA,NA,6,10,443,4474,199,3,884,693,150,8,3,112003300,0.005,12517,133,653,1,2,5834000,0,734,13,102,2,2,13251,13357,13428,13527
"콜로설","2017-04-20",110,4,"목요일","미국/캐나다/호주","12세이상관람가",NA,"(주)드림팩트엔터테인먼트","액션","나초 비갈론도","앤 해서웨이","댄 스티븐스",NA,NA,NA,6,8,147,1098,207,2.4,2737,1330,593,7,2,99643100,0.006,12772,305,2849,1,3,3136000,0,460,9,45,4,2,13232,13392,13418,13418
"바다 탐험대 옥토넛 스페셜","2015-02-05",70,2,"목요일","독일/영국/프랑스","전체관람가",NA,"와이드 릴리즈(주)","애니메이션","니키 팰런","하성용","정재헌","엄상현","윤승희","김정은",NA,9,35,1304,167,3.5,104,94,14,7,2,311057400,0.014,41974,210,1491,1,3,60212900,0.002,8193,56,298,4,2,50167,51655,51814,51884
"다음 침공은 어디?","2016-09-08",119,9,"목요일","미국/캐나다/호주","15세이상관람가",NA,"판씨네마(주)","다큐멘터리","마이클 무어",NA,NA,NA,NA,NA,7,9,94,416,21,3.8,3370,3361,485,7,3,36634500,0.001,4463,32,337,1,4,34722500,0.001,4164,29,220,2,3,8627,11169,12570,13170
"셀마","2015-07-23",128,7,"목요일","미국/캐나다/호주","12세이상관람가",NA,"찬란","드라마","에바 두버네이","데이빗 오예로워","카르멘 에조고","톰 윌킨슨",NA,NA,7,9,76,683,65,3.7,4903,8817,586,7,2,57350476,0.001,7673,48,554,1,2,28055400,0,3673,31,239,2,2,11346,12564,12937,13117
"캡틴 판타스틱","2016-11-30",119,11,"수요일","미국/캐나다/호주","15세이상관람가",NA,"주식회사 더쿱","드라마","매트 로스","비고 모텐슨","조지 맥케이","애너리즈 바쏘",NA,NA,8,9,60,339,28,3.9,5387,7101,817,8,2,74568000,0.002,9987,169,1028,1,2,19756000,0.001,2405,31,219,2,2,12392,12834,12912,13084
"블랙버드","2015-01-28",116,1,"수요일","미국/캐나다/호주","15세이상관람가",NA,"(주)영화사 빅","드라마","지나 프린스-바이스우드","구구 바샤-로","네이트 파커","미니 드라이버",NA,NA,7,9,32,244,24,2.8,1421,471,85,8,2,93952400,0.004,12675,266,2004,1,2,1449000,0,161,1,1,3,4,12836,12836,12836,12836
"미스터 터너","2015-01-22",150,1,"목요일","독일/영국/프랑스","청소년관람불가",NA,"(주)영화사 진진","드라마","마이크 리","티모시 스폴","폴 제슨","도로시 앳킨슨","마리온 베일리",NA,7,8,7,197,15,3.2,1924,2771,173,7,2,52277200,0.002,6823,29,323,1,2,22049683,0.001,2941,20,129,2,3,9764,11187,11918,12815
"해피 홀리데이","2015-05-14",95,5,"목요일","독일/영국/프랑스","12세이상관람가",NA,"(주)스톰픽쳐스코리아","코미디","앤디 해밀턴","로자먼드 파이크","데이빗 테넌트","빌리 코놀리",NA,NA,6,9,100,610,40,3.2,2936,1887,220,7,2,74627300,0.003,10054,102,1277,1,3,10599000,0,1317,10,45,2,2,11371,12672,12705,12725
"온리 유","2015-10-15",113,10,"목요일","일본/중국","15세이상관람가",NA,"(주)영화사 빅","멜로/로맨스","장하오","탕웨이","요범",NA,NA,NA,6,9,27,309,34,2.8,1554,815,124,7,2,82128200,0.004,11030,111,1257,1,2,6206000,0,899,12,52,2,2,11929,12340,12546,12546
"트윈스터즈","2016-03-03",89,3,"목요일","미국/캐나다/호주","12세이상관람가",NA,"CGV아트하우스","다큐멘터리","사만다 푸터먼","사만다 푸터먼","아나이스 보르디에",NA,NA,NA,7,9,16,1105,46,3.8,8238,6063,702,7,2,66848300,0.003,8442,126,1443,1,2,21017600,0.001,2612,33,285,2,2,11054,12046,12366,12542
"퍼스널 쇼퍼","2017-02-09",105,2,"목요일","독일/영국/프랑스","15세이상관람가",NA,"아이 엠","드라마","올리비에 아사야스","크리스틴 스튜어트",NA,NA,NA,NA,7,7,34,511,55,3.3,4521,8588,736,7,2,64648200,0.002,8070,79,816,1,2,22042700,0.001,2827,33,227,3,2,10897,12040,12450,12513
"네이든","2015-06-25",111,6,"목요일","독일/영국/프랑스","12세이상관람가",NA,"(주)블룸즈베리리소시스리미티드","드라마","모건 매튜스","아사 버터필드","샐리 호킨스","라프 스팰",NA,NA,6,10,54,482,45,3.5,3571,3836,302,7,2,56527200,0.002,7435,49,544,1,2,22012000,0.001,2885,25,165,2,2,10320,11977,12288,12508
"디시에르토","2016-10-05",89,10,"수요일","기타","15세이상관람가",NA,"(주)제이앤씨미디어그룹","드라마","조나스 쿠아론","가엘 가르시아 베르날","제프리 딘 모건","디에고 카타노","마르코 페레즈",NA,6,9,237,414,56,2.6,1444,734,256,8,2,89598000,0.004,11976,232,2104,1,2,3226500,0,407,15,113,2,2,12383,12397,12422,12487
"알로, 슈티","2015-07-02",106,7,"목요일","독일/영국/프랑스","12세이상관람가",NA,"(주)프레인글로벌","코미디","대니 분","카드 메라드","대니 분","조 펠릭스","안네 마리빈",NA,6,9,82,192,19,3.9,4123,5586,349,7,2,60107400,0.002,7719,33,399,1,2,19864000,0.001,2467,15,150,2,2,10186,11079,11854,12450
"베스트 오브 미","2015-06-18",117,6,"목요일","미국/캐나다/호주","15세이상관람가",NA,"메가박스(주)플러스엠","드라마","마이클 호프만","미셸 모나한","제임스 마스던","라이아나 리버라토","루크 브레이시",NA,6,9,23,539,74,3.2,2464,2459,197,7,2,85331600,0.003,11454,118,1361,1,2,6782000,0,967,10,58,2,2,12421,12421,12421,12421
"극장판 마이 리틀 포니 : 이퀘스트리아 걸스","2017-05-03",72,5,"수요일","미국/캐나다/호주","전체관람가",NA,"(주)팝엔터테인먼트","애니메이션","제이슨 티에슨","타라 스트롱","애슐리 볼","안드리아 리브먼",NA,NA,7,9,163,1074,71,3.1,102,20,14,8,5,66794500,0.002,8680,200,708,1,2,7029500,0,872,5,14,2,2,9552,9701,9701,9701
"극장판 아이엠스타 : 꿈의 오디션!","2016-02-11",89,2,"목요일","일본/중국","전체관람가",NA,"씨제이이앤엠(주)","애니메이션","키무라 류이치","정혜원","이용신","소연","이선","신용우",NA,9,317,7680,366,3.3,95,61,27,7,2,820734300,0.027,110936,254,2985,1,2,179078000,0.005,24120,97,751,3,2,135056,140167,140401,140466
"도성풍운 3","2016-11-30",113,11,"수요일","기타","15세이상관람가",NA,"(주)드림팩트엔터테인먼트","코미디","왕정","주윤발","유덕화",NA,NA,NA,5,7,155,326,72,1.6,122,16,26,8,2,59481500,0.002,11234,82,256,1,2,4633000,0,556,5,35,2,2,11790,12135,12135,12135
"업 포 러브","2016-12-21",98,12,"수요일","독일/영국/프랑스","15세이상관람가",NA,"(주)엣나인필름","멜로/로맨스","로랑 티라르","장 뒤자르댕","비르지니 에피라",NA,NA,NA,7,8,37,794,60,2.8,2063,2438,197,8,2,62008500,0.001,7912,106,597,1,3,25329800,0.001,3209,39,291,2,2,11121,11684,11914,11964
"쿵푸 요가","2017-03-29",107,3,"수요일","일본/중국","12세이상관람가",NA,"브릿지웍스 엔터테인먼트(주)","액션","당계례","성룡","레이",NA,NA,NA,NA,8,117,2434,155,2.4,407,71,78,8,2,81343500,0.003,10717,211,1077,1,2,7773000,0,1000,39,196,2,2,11717,11754,11782,11894
"산이 울다","2016-05-25",107,5,"수요일","일본/중국","15세이상관람가",NA,"(주)팝엔터테인먼트","드라마","래리 양","량예팅","왕쯔이",NA,NA,NA,6,9,40,535,26,3.7,1034,584,167,8,2,58775800,0.002,7594,196,1232,1,3,18688700,0,2385,38,346,2,2,9979,10907,11394,11628
"타투","2015-12-10",92,12,"목요일","한국","청소년관람불가","(주)다세포클럽","와이드 릴리즈(주)","스릴러","이서","송일국","윤주희","권현상","서영","조혜인",NA,NA,NA,NA,NA,1.2,893,175,98,7,2,90912300,0.004,11078,133,1155,1,2,2153800,0,239,9,53,3,3,11317,11585,11586,11586
"랜드 오브 마인","2017-04-06",100,4,"목요일","기타","15세이상관람가",NA,"(주)싸이더스","드라마","마틴 잔드블리엣","미켈 보엘 폴스라르","루이스 호프만","조엘 바스만",NA,NA,7,9,95,267,38,3.8,1801,2967,298,7,2,61727800,0.004,8175,97,1069,1,2,17084600,0.001,2351,37,306,2,3,10526,10954,11348,11454
"런던 프라이드","2017-04-27",120,4,"목요일","독일/영국/프랑스","15세이상관람가",NA,"(주)영화사 진진","코미디","매튜 워처스","빌 나이","이멜다 스턴톤","도미닉 웨스트","패디 콘시딘","앤드류 스캇",7,9,90,403,24,4,2457,4104,377,7,3,43869200,0.001,5569,37,358,1,4,22793000,0,2910,26,202,2,2,8479,9549,10505,11346
"검은손","2015-04-16",96,4,"목요일","한국","청소년관람불가","골든타이드픽처스(주)","(주)스톰픽쳐스코리아","공포(호러)","박재식","김성수","한고은","배그린","신정선","전현숙",3,8,52,372,145,2,1814,90,96,7,2,86124665,0.006,11187,178,2524,1,2,239000,0,40,5,17,3,2,11227,11324,11324,11324
"극장판 꼬마버스 타요의 에이스 구출작전","2016-01-21",48,1,"목요일","한국","전체관람가","(주)아이코닉스","(주)아이코닉스","애니메이션","류정우",NA,NA,NA,NA,NA,NA,10,290,1247,127,2.8,86,31,17,7,2,522817100,0.026,78227,200,3442,1,2,231627600,0.008,34241,132,1134,5,2,112468,124987,127994,128577
"카이트","2015-06-11",90,6,"목요일","미국/캐나다/호주","청소년관람불가",NA,"(주)누리픽쳐스","범죄","랄프 지만","사무엘 L. 잭슨","인디아 아이슬리","캘런 맥오리피",NA,NA,NA,4,10,78,11,1.8,452,289,75,7,2,45844000,0.002,7787,50,112,1,2,2.1e+07,0.001,3500,5,35,2,2,11287,11287,11287,11287
"토니 에드만","2017-03-16",162,3,"목요일","독일/영국/프랑스","청소년관람불가",NA,"그린나래미디어(주)","드라마","마렌 아데","산드라 휠러","루시 러셀","블라드 이바노브","존 케오",NA,8,9,45,261,34,3.8,4049,7148,752,7,2,54710100,0.002,6921,64,522,1,2,20443800,0.001,2533,26,173,2,2,9454,10688,11091,11240
"몽키킹2: 서유기 여정의 시작","2016-05-19",119,5,"목요일","일본/중국","12세이상관람가",NA,"THE 픽쳐스","액션","정보서","곽부성","공리","풍소봉","진혜림",NA,NA,7,142,370,71,2.5,1631,93,110,7,2,48396600,0.002,11009,54,374,1,2,591000,0,129,4,24,3,2,11138,11156,11156,11156
"썸니아","2016-05-25",97,5,"수요일","미국/캐나다/호주","15세이상관람가",NA,"(주)박수엔터테인먼트","판타지","마이크 플래너건","케이트 보스워스","토마스 제인","제이콥 트렘블레이",NA,NA,7,9,21,639,97,3,2146,1477,156,8,2,83511045,0.002,10658,370,1533,1,3,807000,0,91,2,13,2,2,10749,11110,11114,11122
"유리의 꽃과 부수는 세계","2016-04-21",67,4,"목요일","일본/중국","12세이상관람가",NA,"주식회사 더쿱","애니메이션","이시하마 마사시","하나모리 유미리","타네다 리사","사쿠라 아야네",NA,NA,NA,8,27,260,26,2.4,86,63,20,7,2,16902000,0.001,2344,57,442,1,2,4729000,0,671,16,100,4,2,3015,3331,3358,3913
"사랑이 이긴다","2015-09-10",100,9,"목요일","한국","15세이상관람가","민병훈필름","(주)리틀빅픽쳐스","가족","민병훈","최정원","장현성","오유진","정상희","이윤재",6,10,49,735,109,2.6,351,137,66,7,2,63998400,0.003,8335,48,436,1,2,7973500,0,1100,11,85,4,2,9435,9758,10844,11015
"퇴마전: 마령검의 비밀","2015-08-27",118,8,"목요일","일본/중국","15세이상관람가",NA,"(주)누리픽쳐스","판타지","포덕희","천쿤","리빙빙","조문선","포패이",NA,NA,6,104,162,85,2.1,542,65,63,7,2,44107000,0.001,7422,50,108,1,2,2.1e+07,0.001,3500,6,35,2,2,10922,10922,10922,10922
"눈의 여왕 3: 눈과 불의 마법대결","2017-01-04",90,1,"수요일","기타","전체관람가",NA,"(주)이수C&E","애니메이션","알렉세이 트시칠린","박지윤","엄상현","남도형","박상훈","이재범",NA,9,64,1912,113,2.3,84,80,11,8,2,2192506400,0.061,295591,984,7619,1,2,432685400,0.013,59962,311,2600,2,4,355553,363960,365791,366225
"레이디버그","2017-02-22",80,2,"수요일","한국","전체관람가","(주)삼지애니메이션","(주)삼지애니메이션","애니메이션","장성","여민정","남도형","홍시호",NA,NA,NA,10,140,1912,101,2.6,83,147,17,8,3,277844000,0.008,36891,312,1803,1,2,26664500,0.001,3435,67,284,2,2,40326,41041,41041,41041
"사랑이 이끄는 대로","2016-09-01",113,9,"목요일","독일/영국/프랑스","청소년관람불가",NA,"그린나래미디어(주)","코미디","끌로드 를르슈","장 뒤자르댕","엘자 질버스타인",NA,NA,NA,NA,8,67,183,55,3.2,392,449,69,7,2,49114200,0.002,6366,45,438,1,3,17984200,0,2305,19,124,4,2,8671,9757,10368,10669
"아마데우스 감독판","2015-10-29",158,10,"목요일","미국/캐나다/호주","12세이상관람가",NA,"시네마 뉴원","드라마","밀로스 포만","톰 헐스","F. 머레이 아브라함",NA,NA,NA,NA,NA,NA,NA,NA,4,171448,21469,1691,7,2,47414600,0.002,5871,31,277,1,2,17689800,0.001,2006,14,84,2,2,7877,9084,10226,10544
"마일스","2016-08-10",100,8,"수요일","미국/캐나다/호주","청소년관람불가",NA,"(주)영화사 빅","드라마","돈 치들","돈 치들","이완 맥그리거","마이클 스털버그",NA,NA,6,9,43,282,20,3.2,1567,2152,192,8,3,70354200,0.001,8582,88,521,1,2,11450800,0,1447,17,103,2,2,10029,10466,10535,10538
"멜리스","2016-02-11",96,2,"목요일","한국","15세이상관람가","(주)라임오렌지팩토리","(주)드림팩트엔터테인먼트","공포(호러)","김용운","홍수아","임성언","양명헌","김하유","최초우",NA,8,58,673,215,1.5,544,115,74,7,2,70215300,0.002,8964,141,1409,1,2,1307500,0,152,6,32,3,2,9116,9556,9558,10485
"아뉴스 데이","2017-03-30",115,3,"목요일","독일/영국/프랑스","15세이상관람가",NA,"찬란","드라마","앤 폰테인","루 드 라쥬",NA,NA,NA,NA,6,9,117,458,20,3.6,642,1373,118,7,2,30158900,0.001,4295,40,308,1,2,20385200,0.001,2812,26,175,2,2,7107,9040,9839,10365
"제 7기사단","2015-09-10",115,9,"목요일","한국","15세이상관람가","(주)루카프로덕션","메가박스(주)플러스엠","액션","키리야 카즈아키","클라이브 오웬","모건 프리먼","안성기","엑셀 헨니","최재현",5,8,234,479,278,2.5,1557,214,148,7,2,74812964,0.003,9997,95,1130,1,2,2192000,0,272,5,23,4,2,10269,10269,10269,10269
"블러바드","2015-08-13",88,8,"목요일","미국/캐나다/호주","15세이상관람가",NA,"(주)씨타마운틴픽쳐스","드라마","디토 몬티엘","로빈 윌리엄스","로베르토 어과이어","캐시 베이커","봅 오덴커크",NA,7,10,26,309,24,3.2,1262,2226,163,7,2,34417400,0.001,4225,17,187,1,2,24286800,0.001,3029,20,176,2,2,7254,9493,9851,9949
"러빙","2017-03-01",123,3,"수요일","미국/캐나다/호주","12세이상관람가",NA,"유니버설픽쳐스인터내셔널 코리아(유)","드라마","제프 니콜스","조엘 에저튼","루스 네가","마이클 섀넌","마튼 초카스","빌 캠프",7,9,31,251,24,3.5,1472,2777,282,8,3,64044600,0.003,8361,286,1277,1,2,6369000,0,810,10,61,2,2,9171,9381,9702,9932
"결혼하지 않아도 괜찮을까","2015-04-09",106,4,"목요일","일본/중국","12세이상관람가",NA,"프리비젼엔터테인먼트","드라마","미노리카와 오사무","시바사키 코우","마키 요코","테라지마 시노부",NA,NA,6,9,26,454,29,3.3,6868,5897,464,7,2,32487500,0.002,4002,27,368,1,2,22614000,0.002,2717,22,217,2,3,6719,8176,9608,9928
"터닝메카드W: 블랙미러의 부활","2017-01-18",73,1,"수요일","한국","전체관람가","㈜희원엔터테인먼트","씨네그루(주)키다리이엔티","애니메이션","홍헌표","소연","윤아영","신용우","장광","강호철",NA,10,297,5861,634,2.3,81,32,26,8,2,2237794000,0.057,303105,1070,9126,1,4,771624600,0.012,99314,412,3445,2,2,402419,424615,428170,428309
"라우더 댄 밤즈","2016-10-27",109,10,"목요일","기타","15세이상관람가",NA,"그린나래미디어(주)","드라마","요아킴 트리에","제시 아이젠버그","이자벨 위페르","가브리엘 번",NA,NA,7,9,81,385,29,3.5,3457,5562,418,7,2,42460100,0.001,5411,55,542,1,2,18390100,0.001,2231,25,181,2,2,7642,8797,9544,9818
"극장판 프리파라 모두 모여라! 프리즘☆투어즈","2016-10-13",90,10,"목요일","한국","전체관람가","동우에이앤이(주)","(주)박수엔터테인먼트","애니메이션","히시다 마사카즈",NA,NA,NA,NA,NA,NA,9,30,1237,76,3.5,80,25,9,7,2,135420900,0.004,16290,157,802,1,2,57207100,0.002,7005,116,490,2,2,23295,26133,26207,26216
"파리 폴리","2015-02-26",98,2,"목요일","독일/영국/프랑스","15세이상관람가",NA,"(주)티캐스트콘텐츠허브","드라마","마르끄 피투시","이자벨 위페르","장 피에르 다루셍",NA,NA,NA,NA,8,10,138,17,3.2,1407,1580,91,7,2,33107900,0.001,4257,22,249,1,2,23121600,0.001,3008,26,199,2,2,7265,8770,9329,9635
"위로공단","2015-08-13",95,8,"목요일","한국","15세이상관람가","반달","(주)엣나인필름","다큐멘터리","임흥순","강명자","김영미","김진숙","권수정","신순애",8,9,18,356,17,3.8,2538,5111,314,7,2,30125100,0.001,3806,34,336,1,2,17247900,0,2307,24,227,2,2,6113,7686,8724,9621
"오만과 편견 그리고 좀비","2016-05-25",107,5,"수요일","미국/캐나다/호주","15세이상관람가",NA,"(주)이수C&E","액션","버 스티어스","릴리 제임스","샘 라일리","잭 휴스턴","더글라스 부스","맷 스미스",4,8,69,745,140,2.5,2958,1353,364,8,2,70828800,0.002,9058,270,1342,1,3,4653500,0,535,7,31,2,2,9593,9593,9593,9593
"어바웃 레이","2016-11-24",92,11,"목요일","미국/캐나다/호주","15세이상관람가",NA,"오퍼스픽쳐스","코미디","게비 델랄","엘르 패닝","나오미 왓츠","수잔 서랜든",NA,NA,6,9,65,423,27,3.5,2207,5233,300,7,2,51817897,0.002,7064,73,778,1,2,13989800,0.001,1909,29,240,2,2,8973,9383,9583,9587
"나의 어머니","2015-08-20",106,8,"목요일","기타","12세이상관람가",NA,"(주)티캐스트","드라마","난니 모레티","마르게리타 부이","존 터투로","난니 모레티",NA,NA,NA,NA,NA,NA,NA,3.4,864,1605,135,7,2,36648100,0.001,4895,30,316,1,2,21357551,0.001,2894,27,243,2,2,7789,8816,9351,9555
"와와의 학교 가는 날","2016-10-27",86,10,"목요일","일본/중국","전체관람가",NA,"(주)마노엔터테인먼트","드라마","펑천","딩지아리","아나무랑","차오시웬",NA,NA,6,9,58,391,37,3.2,141,91,24,7,2,25588700,0.001,3999,48,332,1,2,9876800,0,1941,20,123,2,2,5940,7537,8337,9319
"제자도 - 제자,옥한흠2","2016-11-10",92,11,"목요일","한국","전체관람가","파이오니아21","파이오니아21","다큐멘터리","김상철","권오중","옥한흠",NA,NA,NA,NA,9,22,230,27,3.5,13,12,4,7,2,37423000,0.002,5183,79,777,1,2,23051000,0.001,3313,46,327,2,2,8496,9141,9174,9264
